1,-1,-1,-1,-1
2,-1,-1,-1,-1
3,3,-1,-1,-1
4,-1,-1,14,-1
5,-1,-1,-1,17
6,-1,-1,-1,-1
7,-1,-1,17,19
8,-1,-1,-1,-1
9,-1,-1,19,21
10,-1,-1,-1,-1
11,14,-1,21,-1
12,-1,17,25,-1
13,-1,-1,-1,-1
14,17,19,27,-1
15,-1,-1,-1,-1
16,19,21,-1,-1
17,-1,-1,-1,32
18,21,-1,-1,-1
19,25,-1,32,-1
20,-1,-1,-1,-1
21,27,-1,37,-1
22,-1,-1,-1,-1
23,-1,-1,39,-1
24,-1,32,-1,-1
25,-1,-1,-1,-1
26,32,-1,-1,44
27,-1,-1,-1,-1
28,-1,-1,44,-1
29,-1,-1,-1,-1
30,-1,-1,-1,48
31,-1,-1,-1,-1
