-3.0,4.0,3.0,4.0,17.0,17.0,19.0,10.0,19.0,23.0,17.0
-2.0,28.0,19.0,17.0,28.0,30.0,19.0,30.0,23.0,34.0,28.0
-1.0,30.0,28.0,40.0,42.0,40.0,30.0,34.0,42.0,46.0,-1.0
