1,-1,-1,-1,-1
2,-1,-1,-1,-1
3,-1,-1,-1,-1
4,-1,-1,-1,-1
5,1,-1,-1,-1
6,4,2,-1,-1
7,13,5,3,-1
8,16,14,6,4
9,-1,17,15,7
10,-1,-1,18,16
11,-1,-1,-1,19
12,-1,-1,-1,-1
13,-1,-1,-1,-1
14,-1,-1,-1,-1
15,-1,-1,-1,-1
16,-1,-1,-1,-1
17,5,-1,-1,-1
18,8,6,-1,-1
19,17,9,7,-1
20,20,18,10,8
21,-1,21,19,11
22,-1,-1,22,20
23,-1,-1,-1,23
24,-1,-1,-1,-1
25,-1,-1,-1,-1
26,-1,-1,-1,-1
27,-1,-1,-1,-1
28,-1,-1,-1,-1
29,9,-1,-1,-1
30,12,13,-1,-1
31,21,16,14,-1
32,24,25,17,15
33,-1,28,26,18
34,-1,-1,29,27
35,-1,-1,-1,30
36,-1,-1,-1,-1
37,-1,-1,-1,-1
38,-1,-1,-1,-1
39,-1,-1,-1,-1
40,-1,-1,-1,-1
41,16,-1,-1,-1
42,19,17,-1,-1
43,28,20,18,-1
44,31,29,21,19
45,-1,32,30,22
46,-1,-1,33,31
47,-1,-1,-1,34
48,-1,-1,-1,-1
49,-1,-1,-1,-1
50,-1,-1,-1,-1
51,-1,-1,-1,-1
52,-1,-1,-1,-1
53,20,-1,-1,-1
54,23,21,-1,-1
55,32,24,25,-1
56,35,33,28,26
57,-1,36,37,29
58,-1,-1,40,38
59,-1,-1,-1,41
60,-1,-1,-1,-1
61,-1,-1,-1,-1
62,-1,-1,-1,-1
63,-1,-1,-1,-1
64,-1,-1,-1,-1
65,27,-1,-1,-1
66,30,28,-1,-1
67,39,31,29,-1
68,42,40,32,30
69,-1,43,41,33
70,-1,-1,44,42
71,-1,-1,-1,45
72,-1,-1,-1,-1
73,-1,-1,-1,-1
74,-1,-1,-1,-1
75,-1,-1,-1,-1
76,-1,-1,-1,-1
77,31,-1,-1,-1
78,34,32,-1,-1
79,43,35,33,-1
80,46,44,36,-1
81,-1,47,45,-1
82,-1,-1,48,-1
83,-1,-1,-1,-1
84,-1,-1,-1,-1
