-3.0,3.0,14.0,17.0,17.0,19.0,19.0,21.0,14.0,21.0,17.0
-2.0,25.0,17.0,19.0,27.0,19.0,21.0,32.0,21.0,25.0,32.0
-1.0,27.0,37.0,39.0,32.0,32.0,44.0,44.0,48.0,-1.0,-1.0
