-3.0,4.0,2.0,4.0,11.0,16.0,18.0,16.0,18.0,21.0,21.0
-2.0,25.0,27.0,30.0,30.0,16.0,18.0,16.0,18.0,21.0,21.0
-1.0,25.0,27.0,30.0,30.0,38.0,39.0,42.0,42.0,-1.0,-1.0
