LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 1.3012048192771084, 0.6506024096385542, 0.6746987951807228, 10.0, 10.0, 7.0,
